distance,image_a,image_b,hash_a,hash_b
0,datasets\raw\Cotton\curl_virus\curl307.jpg,datasets\raw\Cotton\curl_virus\curl91.jpg,8d45696bb7876096,8d45696bb7876096
0,datasets\raw\Cotton\curl_virus\curl307.jpg,datasets\raw\Cotton\curl_virus\curl97.jpg,8d45696bb7876096,8d45696bb7876096
0,datasets\raw\Cotton\curl_virus\curl311.jpg,datasets\raw\Cotton\curl_virus\curl91.jpg,8d45696bb7876096,8d45696bb7876096
0,datasets\raw\Cotton\curl_virus\curl311.jpg,datasets\raw\Cotton\curl_virus\curl97.jpg,8d45696bb7876096,8d45696bb7876096
0,datasets\raw\Cotton\curl_virus\curl91.jpg,datasets\raw\Cotton\curl_virus\curl97.jpg,8d45696bb7876096,8d45696bb7876096
0,datasets\raw\Cotton\curl_virus\curl308.jpg,datasets\raw\Cotton\curl_virus\curl312.jpg,d8676f5ce5994049,d8676f5ce5994049
0,datasets\raw\Cotton\curl_virus\curl308.jpg,datasets\raw\Cotton\curl_virus\curl92.jpg,d8676f5ce5994049,d8676f5ce5994049
0,datasets\raw\Cotton\curl_virus\curl308.jpg,datasets\raw\Cotton\curl_virus\curl98.jpg,d8676f5ce5994049,d8676f5ce5994049
0,datasets\raw\Cotton\curl_virus\curl312.jpg,datasets\raw\Cotton\curl_virus\curl92.jpg,d8676f5ce5994049,d8676f5ce5994049
0,datasets\raw\Cotton\curl_virus\curl312.jpg,datasets\raw\Cotton\curl_virus\curl98.jpg,d8676f5ce5994049,d8676f5ce5994049
0,datasets\raw\Cotton\curl_virus\curl92.jpg,datasets\raw\Cotton\curl_virus\curl98.jpg,d8676f5ce5994049,d8676f5ce5994049
0,datasets\raw\Cotton\curl_virus\curl309.jpg,datasets\raw\Cotton\curl_virus\curl313.jpg,d9ae3cc1e22d3538,d9ae3cc1e22d3538
0,datasets\raw\Cotton\curl_virus\curl309.jpg,datasets\raw\Cotton\curl_virus\curl93.jpg,d9ae3cc1e22d3538,d9ae3cc1e22d3538
0,datasets\raw\Cotton\curl_virus\curl309.jpg,datasets\raw\Cotton\curl_virus\curl94.jpg,d9ae3cc1e22d3538,d9ae3cc1e22d3538
0,datasets\raw\Cotton\curl_virus\curl313.jpg,datasets\raw\Cotton\curl_virus\curl93.jpg,d9ae3cc1e22d3538,d9ae3cc1e22d3538
0,datasets\raw\Cotton\curl_virus\curl313.jpg,datasets\raw\Cotton\curl_virus\curl94.jpg,d9ae3cc1e22d3538,d9ae3cc1e22d3538
0,datasets\raw\Cotton\curl_virus\curl93.jpg,datasets\raw\Cotton\curl_virus\curl94.jpg,d9ae3cc1e22d3538,d9ae3cc1e22d3538
0,datasets\raw\Cotton\curl_virus\curl328.jpg,datasets\raw\Cotton\curl_virus\curl388.jpg,a0c5a03757ad1e5d,a0c5a03757ad1e5d
0,datasets\raw\Cotton\curl_virus\curl329.jpg,datasets\raw\Cotton\curl_virus\curl389.jpg,f31de14e530b4f0c,f31de14e530b4f0c
0,datasets\raw\Cotton\curl_virus\curl330.jpg,datasets\raw\Cotton\curl_virus\curl390.jpg,f56df59d02064a93,f56df59d02064a93
0,datasets\raw\Cotton\curl_virus\curl332.jpg,datasets\raw\Cotton\curl_virus\curl392.jpg,a0c7a03747bd1e1d,a0c7a03747bd1e1d
0,datasets\raw\Cotton\curl_virus\curl333.jpg,datasets\raw\Cotton\curl_virus\curl393.jpg,b33de16e520b4f0c,b33de16e520b4f0c
0,datasets\raw\Cotton\curl_virus\curl334.jpg,datasets\raw\Cotton\curl_virus\curl394.jpg,f56da59d02064bb3,f56da59d02064bb3
0,datasets\raw\Cotton\curl_virus\curl343.jpg,datasets\raw\Cotton\curl_virus\curl8.jpg,eea4845adb39a1b1,eea4845adb39a1b1
0,datasets\raw\Cotton\curl_virus\curl346.jpg,datasets\raw\Cotton\curl_virus\curl350.jpg,eb63c7e29c1998b0,eb63c7e29c1998b0
0,datasets\raw\Cotton\curl_virus\curl355.jpg,datasets\raw\Cotton\curl_virus\curl359.jpg,ead4abbab012d4c5,ead4abbab012d4c5
0,datasets\raw\Cotton\curl_virus\curl356.jpg,datasets\raw\Cotton\curl_virus\curl360.jpg,ae84ed0be516e174,ae84ed0be516e174
0,datasets\raw\Cotton\curl_virus\curl357.jpg,datasets\raw\Cotton\curl_virus\curl361.jpg,b77ebe10e5b88103,b77ebe10e5b88103
0,datasets\raw\Cotton\curl_virus\curl358.jpg,datasets\raw\Cotton\curl_virus\curl362.jpg,fb2cb8a030bcb4da,fb2cb8a030bcb4da
0,datasets\raw\Cotton\curl_virus\curl363.jpg,datasets\raw\Cotton\curl_virus\curl367.jpg,eb81b45ca75a952c,eb81b45ca75a952c
0,datasets\raw\Cotton\curl_virus\curl363.jpg,datasets\raw\Cotton\curl_virus\curl42.jpg,eb81b45ca75a952c,eb81b45ca75a952c
0,datasets\raw\Cotton\curl_virus\curl367.jpg,datasets\raw\Cotton\curl_virus\curl42.jpg,eb81b45ca75a952c,eb81b45ca75a952c
0,datasets\raw\Cotton\curl_virus\curl364.jpg,datasets\raw\Cotton\curl_virus\curl368.jpg,bfc1fc638066488f,bfc1fc638066488f
0,datasets\raw\Cotton\curl_virus\curl365.jpg,datasets\raw\Cotton\curl_virus\curl369.jpg,be2be1f4f2f0c084,be2be1f4f2f0c084
0,datasets\raw\Cotton\curl_virus\curl375.jpg,datasets\raw\Cotton\curl_virus\curl47.jpg,ddd6681fb0789261,ddd6681fb0789261
0,datasets\raw\Cotton\curl_virus\curl376.jpg,datasets\raw\Cotton\curl_virus\curl57.jpg,85676a6a2592f5d1,85676a6a2592f5d1
0,datasets\raw\Cotton\curl_virus\curl397.jpg,datasets\raw\Cotton\curl_virus\curl401.jpg,f711856a1ef5c982,f711856a1ef5c982
0,datasets\raw\Cotton\curl_virus\curl398.jpg,datasets\raw\Cotton\curl_virus\curl402.jpg,f2c2c0990ef9ccb3,f2c2c0990ef9ccb3
0,datasets\raw\Cotton\curl_virus\curl421.jpg,datasets\raw\Cotton\curl_virus\images (2).jpg,eeafa0f05d39842a,eeafa0f05d39842a
0,datasets\raw\Cotton\curl_virus\curl43.png,datasets\raw\Cotton\curl_virus\curl50.png,f0d19c75eb50884f,f0d19c75eb50884f
0,datasets\raw\Cotton\curl_virus\curl73.jpg,datasets\raw\Cotton\curl_virus\curl78.jpg,bf06d069c895c5da,bf06d069c895c5da
0,datasets\raw\Cotton\curl_virus\curl74.jpg,datasets\raw\Cotton\curl_virus\curl77.jpg,ba6ec5f0cc9384c3,ba6ec5f0cc9384c3
0,datasets\raw\Cotton\curl_virus\curl79.jpg,datasets\raw\Cotton\curl_virus\curl84.jpg,ec309125db4a97b9,ec309125db4a97b9
0,datasets\raw\Cotton\curl_virus\curl79.jpg,datasets\raw\Cotton\curl_virus\curl90.jpg,ec309125db4a97b9,ec309125db4a97b9
0,datasets\raw\Cotton\curl_virus\curl84.jpg,datasets\raw\Cotton\curl_virus\curl90.jpg,ec309125db4a97b9,ec309125db4a97b9
0,datasets\raw\Cotton\curl_virus\curl80.jpg,datasets\raw\Cotton\curl_virus\curl85.jpg,ee99842ed8c71a6a,ee99842ed8c71a6a
0,datasets\raw\Cotton\curl_virus\curl83.jpg,datasets\raw\Cotton\curl_virus\curl89.jpg,bb33d1948d6d0fc0,bb33d1948d6d0fc0
0,datasets\raw\Cotton\fussarium_wilt\done.jpg,datasets\raw\Cotton\fussarium_wilt\fus9.jpg,9c4c633363853f53,9c4c633363853f53
0,datasets\raw\Cotton\fussarium_wilt\done.jpg,datasets\raw\Cotton\fussarium_wilt\unnamed.jpg,9c4c633363853f53,9c4c633363853f53
0,datasets\raw\Cotton\fussarium_wilt\fus9.jpg,datasets\raw\Cotton\fussarium_wilt\unnamed.jpg,9c4c633363853f53,9c4c633363853f53
0,datasets\raw\Cotton\fussarium_wilt\done1.jpg,datasets\raw\Cotton\fussarium_wilt\fus16.jpg,87dd3b0d0d59e251,87dd3b0d0d59e251
0,datasets\raw\Cotton\fussarium_wilt\done1.jpg,datasets\raw\Cotton\fussarium_wilt\fus20.jpg,87dd3b0d0d59e251,87dd3b0d0d59e251
0,datasets\raw\Cotton\fussarium_wilt\done1.jpg,datasets\raw\Cotton\fussarium_wilt\fus24.jpg,87dd3b0d0d59e251,87dd3b0d0d59e251
0,datasets\raw\Cotton\fussarium_wilt\fus16.jpg,datasets\raw\Cotton\fussarium_wilt\fus20.jpg,87dd3b0d0d59e251,87dd3b0d0d59e251
0,datasets\raw\Cotton\fussarium_wilt\fus16.jpg,datasets\raw\Cotton\fussarium_wilt\fus24.jpg,87dd3b0d0d59e251,87dd3b0d0d59e251
0,datasets\raw\Cotton\fussarium_wilt\fus20.jpg,datasets\raw\Cotton\fussarium_wilt\fus24.jpg,87dd3b0d0d59e251,87dd3b0d0d59e251
0,datasets\raw\Cotton\fussarium_wilt\done10.jpg,datasets\raw\Cotton\fussarium_wilt\fus84.jpg,ffc5a058875a42ad,ffc5a058875a42ad
0,datasets\raw\Cotton\fussarium_wilt\done11.jpg,datasets\raw\Cotton\fussarium_wilt\fus116.jpg,a5b76a3ab42d08ae,a5b76a3ab42d08ae
0,datasets\raw\Cotton\fussarium_wilt\done12.jpg,datasets\raw\Cotton\fussarium_wilt\fus120.jpg,d1d34e3af86c64c1,d1d34e3af86c64c1
0,datasets\raw\Cotton\fussarium_wilt\done12.jpg,datasets\raw\Cotton\fussarium_wilt\fus_oxy_plant.jpg,d1d34e3af86c64c1,d1d34e3af86c64c1
0,datasets\raw\Cotton\fussarium_wilt\fus120.jpg,datasets\raw\Cotton\fussarium_wilt\fus_oxy_plant.jpg,d1d34e3af86c64c1,d1d34e3af86c64c1
0,datasets\raw\Cotton\fussarium_wilt\done13.jpg,datasets\raw\Cotton\fussarium_wilt\fus128.jpg,d2b38c6dbc235343,d2b38c6dbc235343
0,datasets\raw\Cotton\fussarium_wilt\done14.jpg,datasets\raw\Cotton\fussarium_wilt\fus136.jpg,ad16cc93c36c328f,ad16cc93c36c328f
0,datasets\raw\Cotton\fussarium_wilt\done15.png,datasets\raw\Cotton\fussarium_wilt\fus144.png,f10c9f73482934bd,f10c9f73482934bd
0,datasets\raw\Cotton\fussarium_wilt\done16.jpg,datasets\raw\Cotton\fussarium_wilt\fus153.jpg,bd236051915195ff,bd236051915195ff
0,datasets\raw\Cotton\fussarium_wilt\done17.jpg,datasets\raw\Cotton\fussarium_wilt\fus159.jpg,80fa8f6ee21de590,80fa8f6ee21de590
0,datasets\raw\Cotton\fussarium_wilt\done17.jpg,datasets\raw\Cotton\fussarium_wilt\images.jpg,80fa8f6ee21de590,80fa8f6ee21de590
0,datasets\raw\Cotton\fussarium_wilt\fus159.jpg,datasets\raw\Cotton\fussarium_wilt\images.jpg,80fa8f6ee21de590,80fa8f6ee21de590
0,datasets\raw\Cotton\fussarium_wilt\done18.jpg,datasets\raw\Cotton\fussarium_wilt\fus167.jpg,f9ec0b70968b095d,f9ec0b70968b095d
0,datasets\raw\Cotton\fussarium_wilt\done19.jpg,datasets\raw\Cotton\fussarium_wilt\fus175.jpg,cbe8b7949acb5488,cbe8b7949acb5488
0,datasets\raw\Cotton\fussarium_wilt\done19.jpg,datasets\raw\Cotton\fussarium_wilt\fus179.jpg,cbe8b7949acb5488,cbe8b7949acb5488
0,datasets\raw\Cotton\fussarium_wilt\fus175.jpg,datasets\raw\Cotton\fussarium_wilt\fus179.jpg,cbe8b7949acb5488,cbe8b7949acb5488
0,datasets\raw\Cotton\fussarium_wilt\done20.jpg,datasets\raw\Cotton\fussarium_wilt\fus198.jpg,8c653ac35f0f331c,8c653ac35f0f331c
0,datasets\raw\Cotton\fussarium_wilt\done20.jpg,datasets\raw\Cotton\fussarium_wilt\fus202.jpg,8c653ac35f0f331c,8c653ac35f0f331c
0,datasets\raw\Cotton\fussarium_wilt\fus198.jpg,datasets\raw\Cotton\fussarium_wilt\fus202.jpg,8c653ac35f0f331c,8c653ac35f0f331c
0,datasets\raw\Cotton\fussarium_wilt\done21.jpg,datasets\raw\Cotton\fussarium_wilt\FOV4-leaf-symptoms-courtesy-UC-Davis_468x351.jpg,9c44b69e3991de0e,9c44b69e3991de0e
0,datasets\raw\Cotton\fussarium_wilt\done23.png,datasets\raw\Cotton\fussarium_wilt\Figure-2B.png,f95cc265dc682533,f95cc265dc682533
0,datasets\raw\Cotton\fussarium_wilt\done5.jpg,datasets\raw\Cotton\fussarium_wilt\fus33.jpg,bac4854bc83bb43b,bac4854bc83bb43b
0,datasets\raw\Cotton\fussarium_wilt\done6.jpg,datasets\raw\Cotton\fussarium_wilt\fus41.jpg,cbb08ac7e03d0ecd,cbb08ac7e03d0ecd
0,datasets\raw\Cotton\fussarium_wilt\done8 (2).jpg,datasets\raw\Cotton\fussarium_wilt\fus64.jpg,aba19256eb245a7a,aba19256eb245a7a
0,datasets\raw\Cotton\fussarium_wilt\done8.jpg,datasets\raw\Cotton\fussarium_wilt\fus57.jpg,df0376015f8354b6,df0376015f8354b6
0,datasets\raw\Cotton\fussarium_wilt\done9.jpg,datasets\raw\Cotton\fussarium_wilt\fus72.jpg,9074fc729637a325,9074fc729637a325
0,datasets\raw\Cotton\fussarium_wilt\done9.jpg,datasets\raw\Cotton\fussarium_wilt\fus76.jpg,9074fc729637a325,9074fc729637a325
0,datasets\raw\Cotton\fussarium_wilt\fus72.jpg,datasets\raw\Cotton\fussarium_wilt\fus76.jpg,9074fc729637a325,9074fc729637a325
0,datasets\raw\Cotton\fussarium_wilt\Figure-2A.png,datasets\raw\Cotton\fussarium_wilt\fus222.png,eb6abdf4f1108311,eb6abdf4f1108311
0,datasets\raw\Cotton\fussarium_wilt\foliar-damage-from-fusarium-oxysporum.png,datasets\raw\Cotton\fussarium_wilt\fus346.png,a41de9c11e3c9bac,a41de9c11e3c9bac
0,datasets\raw\Cotton\fussarium_wilt\fus10.jpg,datasets\raw\Cotton\fussarium_wilt\fus13.jpg,d13c6f8695916e2a,d13c6f8695916e2a
0,datasets\raw\Cotton\fussarium_wilt\fus101.jpg,datasets\raw\Cotton\fussarium_wilt\fus105.jpg,c7944a5a387aaea9,c7944a5a387aaea9
0,datasets\raw\Cotton\fussarium_wilt\fus103.jpg,datasets\raw\Cotton\fussarium_wilt\fus107.jpg,923e1ff06dd0fa01,923e1ff06dd0fa01
0,datasets\raw\Cotton\fussarium_wilt\fus11.jpg,datasets\raw\Cotton\fussarium_wilt\fus14.jpg,c9e23699262f62f8,c9e23699262f62f8
0,datasets\raw\Cotton\fussarium_wilt\fus145.png,datasets\raw\Cotton\fussarium_wilt\fus149.png,f4cde2e6383625e0,f4cde2e6383625e0
0,datasets\raw\Cotton\fussarium_wilt\fus15.jpg,datasets\raw\Cotton\fussarium_wilt\susariumwilt.jpg,8c963a6ce27b3bc0,8c963a6ce27b3bc0
0,datasets\raw\Cotton\fussarium_wilt\fus151.jpg,datasets\raw\Cotton\fussarium_wilt\fus155.jpg,e88935fbc4bb4151,e88935fbc4bb4151
0,datasets\raw\Cotton\fussarium_wilt\fus176.jpg,datasets\raw\Cotton\fussarium_wilt\fus180.jpg,a893354f986779e0,a893354f986779e0
0,datasets\raw\Cotton\fussarium_wilt\fus177.jpg,datasets\raw\Cotton\fussarium_wilt\fus181.jpg,9e4af23ecf610323,9e4af23ecf610323
0,datasets\raw\Cotton\fussarium_wilt\fus178.jpg,datasets\raw\Cotton\fussarium_wilt\fus182.jpg,fd3960c58dcd2c4a,fd3960c58dcd2c4a
0,datasets\raw\Cotton\fussarium_wilt\fus18.jpg,datasets\raw\Cotton\fussarium_wilt\fus22.jpg,d2734ea6589286bb,d2734ea6589286bb
0,datasets\raw\Cotton\fussarium_wilt\fus19.jpg,datasets\raw\Cotton\fussarium_wilt\fus23.jpg,c2bd22ba7c27a236,c2bd22ba7c27a236
0,datasets\raw\Cotton\fussarium_wilt\fus199.jpg,datasets\raw\Cotton\fussarium_wilt\fus203.jpg,c50d377ef8106b0b,c50d377ef8106b0b
0,datasets\raw\Cotton\fussarium_wilt\fus200.jpg,datasets\raw\Cotton\fussarium_wilt\fus204.jpg,d9ce6f6902a466b4,d9ce6f6902a466b4
0,datasets\raw\Cotton\fussarium_wilt\fus201.jpg,datasets\raw\Cotton\fussarium_wilt\fus205.jpg,90a762d4adba3ea1,90a762d4adba3ea1
0,datasets\raw\Cotton\fussarium_wilt\fus227.png,datasets\raw\Cotton\fussarium_wilt\fus231.png,f8955285c6cc675a,f8955285c6cc675a
0,datasets\raw\Cotton\fussarium_wilt\fus230.png,datasets\raw\Cotton\fussarium_wilt\fus234.png,dc508716cda1abad,dc508716cda1abad
0,datasets\raw\Cotton\fussarium_wilt\fus237.jpg,datasets\raw\Cotton\fussarium_wilt\fus241.jpg,de6626938b227d0e,de6626938b227d0e
0,datasets\raw\Cotton\fussarium_wilt\fus25.jpg,datasets\raw\Cotton\fussarium_wilt\fus29.jpg,f862461f8a989fc9,f862461f8a989fc9
0,datasets\raw\Cotton\fussarium_wilt\fus255.jpg,datasets\raw\Cotton\fussarium_wilt\fus259.jpg,90e30fb669c8a5cd,90e30fb669c8a5cd
0,datasets\raw\Cotton\fussarium_wilt\fus26.jpg,datasets\raw\Cotton\fussarium_wilt\fus30.jpg,dab495c3ca672d44,dab495c3ca672d44
0,datasets\raw\Cotton\fussarium_wilt\fus27.jpg,datasets\raw\Cotton\fussarium_wilt\fus31.jpg,adc813b4df32c863,adc813b4df32c863
0,datasets\raw\Cotton\fussarium_wilt\fus271.jpg,datasets\raw\Cotton\fussarium_wilt\fus275.jpg,eea9d64e986831b8,eea9d64e986831b8
0,datasets\raw\Cotton\fussarium_wilt\fus272.jpg,datasets\raw\Cotton\fussarium_wilt\fus276.jpg,bce0927e88e4e517,bce0927e88e4e517
0,datasets\raw\Cotton\fussarium_wilt\fus274.jpg,datasets\raw\Cotton\fussarium_wilt\fus278.jpg,e848c7d49d4ab0bd,e848c7d49d4ab0bd
0,datasets\raw\Cotton\fussarium_wilt\fus299.jpg,datasets\raw\Cotton\fussarium_wilt\fus300.jpg,c5583bbd708172c7,c5583bbd708172c7
0,datasets\raw\Cotton\fussarium_wilt\fus309.JPG,datasets\raw\Cotton\fussarium_wilt\fus310.JPG,88c495ebd6097a7c,88c495ebd6097a7c
0,datasets\raw\Cotton\fussarium_wilt\fus309.JPG,datasets\raw\Cotton\fussarium_wilt\fus314.JPG,88c495ebd6097a7c,88c495ebd6097a7c
0,datasets\raw\Cotton\fussarium_wilt\fus310.JPG,datasets\raw\Cotton\fussarium_wilt\fus314.JPG,88c495ebd6097a7c,88c495ebd6097a7c
0,datasets\raw\Cotton\fussarium_wilt\fus311.JPG,datasets\raw\Cotton\fussarium_wilt\fus315.JPG,ad8e467eca3e0e60,ad8e467eca3e0e60
0,datasets\raw\Cotton\fussarium_wilt\fus312.JPG,datasets\raw\Cotton\fussarium_wilt\fus316.JPG,bd6ec0418ba32bd5,bd6ec0418ba32bd5
0,datasets\raw\Cotton\fussarium_wilt\fus318.jpg,datasets\raw\Cotton\fussarium_wilt\fus322.jpg,aa1295d75ac8c1de,aa1295d75ac8c1de
0,datasets\raw\Cotton\fussarium_wilt\fus334.jpg,datasets\raw\Cotton\fussarium_wilt\fus338.jpg,c770a35fc02f2c6c,c770a35fc02f2c6c
0,datasets\raw\Cotton\fussarium_wilt\fus335.jpg,datasets\raw\Cotton\fussarium_wilt\fus339.jpg,fd9c321543c2e9e1,fd9c321543c2e9e1
0,datasets\raw\Cotton\fussarium_wilt\fus336.jpg,datasets\raw\Cotton\fussarium_wilt\fus340.jpg,92daf6a5958570c6,92daf6a5958570c6
0,datasets\raw\Cotton\fussarium_wilt\fus337.jpg,datasets\raw\Cotton\fussarium_wilt\fus341.jpg,a82667af1768b44b,a82667af1768b44b
0,datasets\raw\Cotton\fussarium_wilt\fus374.jpg,datasets\raw\Cotton\fussarium_wilt\fus378.jpg,bfb2e01b09843dea,bfb2e01b09843dea
0,datasets\raw\Cotton\fussarium_wilt\fus375.jpg,datasets\raw\Cotton\fussarium_wilt\fus379.jpg,b074ba82ceb386cb,b074ba82ceb386cb
0,datasets\raw\Cotton\fussarium_wilt\fus376.jpg,datasets\raw\Cotton\fussarium_wilt\fus380.jpg,ea1cb1b17c1f6a50,ea1cb1b17c1f6a50
0,datasets\raw\Cotton\fussarium_wilt\fus377.jpg,datasets\raw\Cotton\fussarium_wilt\fus381.jpg,e59eeb289b11d161,e59eeb289b11d161
0,datasets\raw\Cotton\fussarium_wilt\fus382.jpg,datasets\raw\Cotton\fussarium_wilt\fus383.jpg,b24f3e0ccb3068d7,b24f3e0ccb3068d7
0,datasets\raw\Cotton\fussarium_wilt\fus44.jpg,datasets\raw\Cotton\fussarium_wilt\fus48.jpg,f9664cbba0e8a26a,f9664cbba0e8a26a
0,datasets\raw\Cotton\fussarium_wilt\fus65.jpg,datasets\raw\Cotton\fussarium_wilt\fus69.jpg,bd4e9866da01e695,bd4e9866da01e695
0,datasets\raw\Cotton\fussarium_wilt\fus66.jpg,datasets\raw\Cotton\fussarium_wilt\fus70.jpg,fe0bc37cbc860ec0,fe0bc37cbc860ec0
0,datasets\raw\Cotton\fussarium_wilt\fus67.jpg,datasets\raw\Cotton\fussarium_wilt\fus71.jpg,e8e4cccc8b8bb235,e8e4cccc8b8bb235
0,datasets\raw\Cotton\fussarium_wilt\fus75.jpg,datasets\raw\Cotton\fussarium_wilt\fus79.jpg,aacf770320921efa,aacf770320921efa
0,datasets\raw\Cotton\healthy\555.jpg,datasets\raw\Cotton\healthy\h484.jpg,bf5089a3e41dc725,bf5089a3e41dc725
0,datasets\raw\Cotton\healthy\h100.jpg,datasets\raw\Cotton\healthy\h101.jpg,e3b600b6599b9d29,e3b600b6599b9d29
0,datasets\raw\Cotton\healthy\h100.jpg,datasets\raw\Cotton\healthy\h102.jpg,e3b600b6599b9d29,e3b600b6599b9d29
0,datasets\raw\Cotton\healthy\h100.jpg,datasets\raw\Cotton\healthy\h99.jpg,e3b600b6599b9d29,e3b600b6599b9d29
0,datasets\raw\Cotton\healthy\h101.jpg,datasets\raw\Cotton\healthy\h102.jpg,e3b600b6599b9d29,e3b600b6599b9d29
0,datasets\raw\Cotton\healthy\h101.jpg,datasets\raw\Cotton\healthy\h99.jpg,e3b600b6599b9d29,e3b600b6599b9d29
0,datasets\raw\Cotton\healthy\h102.jpg,datasets\raw\Cotton\healthy\h99.jpg,e3b600b6599b9d29,e3b600b6599b9d29
0,datasets\raw\Cotton\healthy\h103.jpg,datasets\raw\Cotton\healthy\h104.jpg,b74491be471af00f,b74491be471af00f
0,datasets\raw\Cotton\healthy\h103.jpg,datasets\raw\Cotton\healthy\h105.jpg,b74491be471af00f,b74491be471af00f
0,datasets\raw\Cotton\healthy\h104.jpg,datasets\raw\Cotton\healthy\h105.jpg,b74491be471af00f,b74491be471af00f
0,datasets\raw\Cotton\healthy\h106.jpg,datasets\raw\Cotton\healthy\h107.jpg,b2b5926915269d76,b2b5926915269d76
0,datasets\raw\Cotton\healthy\h106.jpg,datasets\raw\Cotton\healthy\h108.jpg,b2b5926915269d76,b2b5926915269d76
0,datasets\raw\Cotton\healthy\h106.jpg,datasets\raw\Cotton\healthy\h109.jpg,b2b5926915269d76,b2b5926915269d76
0,datasets\raw\Cotton\healthy\h107.jpg,datasets\raw\Cotton\healthy\h108.jpg,b2b5926915269d76,b2b5926915269d76
0,datasets\raw\Cotton\healthy\h107.jpg,datasets\raw\Cotton\healthy\h109.jpg,b2b5926915269d76,b2b5926915269d76
0,datasets\raw\Cotton\healthy\h108.jpg,datasets\raw\Cotton\healthy\h109.jpg,b2b5926915269d76,b2b5926915269d76
0,datasets\raw\Cotton\healthy\h111.jpg,datasets\raw\Cotton\healthy\h112.jpg,c48c3f63f292b50d,c48c3f63f292b50d
0,datasets\raw\Cotton\healthy\h111.jpg,datasets\raw\Cotton\healthy\h113.jpg,c48c3f63f292b50d,c48c3f63f292b50d
0,datasets\raw\Cotton\healthy\h112.jpg,datasets\raw\Cotton\healthy\h113.jpg,c48c3f63f292b50d,c48c3f63f292b50d
0,datasets\raw\Cotton\healthy\h114.jpg,datasets\raw\Cotton\healthy\h309.jpg,bad48989f5995ac4,bad48989f5995ac4
0,datasets\raw\Cotton\healthy\h115.jpg,datasets\raw\Cotton\healthy\h116.jpg,ea87ac3dc27a5107,ea87ac3dc27a5107
0,datasets\raw\Cotton\healthy\h115.jpg,datasets\raw\Cotton\healthy\h118.jpg,ea87ac3dc27a5107,ea87ac3dc27a5107
0,datasets\raw\Cotton\healthy\h115.jpg,datasets\raw\Cotton\healthy\h120.jpg,ea87ac3dc27a5107,ea87ac3dc27a5107
0,datasets\raw\Cotton\healthy\h116.jpg,datasets\raw\Cotton\healthy\h118.jpg,ea87ac3dc27a5107,ea87ac3dc27a5107
0,datasets\raw\Cotton\healthy\h116.jpg,datasets\raw\Cotton\healthy\h120.jpg,ea87ac3dc27a5107,ea87ac3dc27a5107
0,datasets\raw\Cotton\healthy\h118.jpg,datasets\raw\Cotton\healthy\h120.jpg,ea87ac3dc27a5107,ea87ac3dc27a5107
0,datasets\raw\Cotton\healthy\h125.jpg,datasets\raw\Cotton\healthy\h129.jpg,c45a7ade764702c9,c45a7ade764702c9
0,datasets\raw\Cotton\healthy\h125.jpg,datasets\raw\Cotton\healthy\h130.jpg,c45a7ade764702c9,c45a7ade764702c9
0,datasets\raw\Cotton\healthy\h129.jpg,datasets\raw\Cotton\healthy\h130.jpg,c45a7ade764702c9,c45a7ade764702c9
0,datasets\raw\Cotton\healthy\h126.jpg,datasets\raw\Cotton\healthy\h127.jpg,80a5566abd4ecd2b,80a5566abd4ecd2b
0,datasets\raw\Cotton\healthy\h126.jpg,datasets\raw\Cotton\healthy\h128.jpg,80a5566abd4ecd2b,80a5566abd4ecd2b
0,datasets\raw\Cotton\healthy\h126.jpg,datasets\raw\Cotton\healthy\h310.jpg,80a5566abd4ecd2b,80a5566abd4ecd2b
0,datasets\raw\Cotton\healthy\h127.jpg,datasets\raw\Cotton\healthy\h128.jpg,80a5566abd4ecd2b,80a5566abd4ecd2b
0,datasets\raw\Cotton\healthy\h127.jpg,datasets\raw\Cotton\healthy\h310.jpg,80a5566abd4ecd2b,80a5566abd4ecd2b
0,datasets\raw\Cotton\healthy\h128.jpg,datasets\raw\Cotton\healthy\h310.jpg,80a5566abd4ecd2b,80a5566abd4ecd2b
0,datasets\raw\Cotton\healthy\h133.jpg,datasets\raw\Cotton\healthy\h134.jpg,8bb42ab03cf9b4c9,8bb42ab03cf9b4c9
0,datasets\raw\Cotton\healthy\h133.jpg,datasets\raw\Cotton\healthy\h135.jpg,8bb42ab03cf9b4c9,8bb42ab03cf9b4c9
0,datasets\raw\Cotton\healthy\h134.jpg,datasets\raw\Cotton\healthy\h135.jpg,8bb42ab03cf9b4c9,8bb42ab03cf9b4c9
0,datasets\raw\Cotton\healthy\h136.jpg,datasets\raw\Cotton\healthy\h137.jpg,8bb46ab03ce9b4c9,8bb46ab03ce9b4c9
0,datasets\raw\Cotton\healthy\h136.jpg,datasets\raw\Cotton\healthy\h140.jpg,8bb46ab03ce9b4c9,8bb46ab03ce9b4c9
0,datasets\raw\Cotton\healthy\h137.jpg,datasets\raw\Cotton\healthy\h140.jpg,8bb46ab03ce9b4c9,8bb46ab03ce9b4c9
0,datasets\raw\Cotton\healthy\h138.jpg,datasets\raw\Cotton\healthy\h139.jpg,89762b3a3de5948c,89762b3a3de5948c
0,datasets\raw\Cotton\healthy\h141.jpg,datasets\raw\Cotton\healthy\h142.jpg,d2912b0fec1a2df8,d2912b0fec1a2df8
0,datasets\raw\Cotton\healthy\h141.jpg,datasets\raw\Cotton\healthy\h145.jpg,d2912b0fec1a2df8,d2912b0fec1a2df8
