group_id,group_size,redundant_files,datasets,subsets,splits,labels,split_leakage,label_conflict,cross_dataset,files
141,2,1,Banana,Original,raw,healthy,NO,NO,NO,datasets/raw/Banana/OriginalSet/healthy/10.jpeg || datasets/raw/Banana/OriginalSet/healthy/106.jpeg
142,2,1,Banana,Original,raw,healthy,NO,NO,NO,datasets/raw/Banana/OriginalSet/healthy/12.jpeg || datasets/raw/Banana/OriginalSet/healthy/45.jpeg
143,2,1,Cotton,Main,raw,curl_virus,NO,NO,NO,datasets/raw/Cotton/curl_virus/curl421.jpg || datasets/raw/Cotton/curl_virus/images (2).jpg
144,2,1,PlantVillage,Main,raw,Tomato_Late_blight,NO,NO,NO,datasets/raw/PlantVillage/Tomato_Late_blight/3fae9c64-18f0-4a67-9f97-554248bb1bed___GHLB_PS Leaf 24 Day 16.jpg || datasets/raw/PlantVillage/Tomato_Late_blight/5de6da85-f8c4-48c4-b463-3e6bd78884cc___GHLB_PS Leaf 24 Day 16.jpg
145,2,1,Banana,Original,raw,healthy,NO,NO,NO,datasets/raw/Banana/OriginalSet/healthy/126.jpeg || datasets/raw/Banana/OriginalSet/healthy/24.jpeg
146,2,1,Cotton,Main,raw,bacterial_blight,NO,NO,NO,datasets/raw/Cotton/bacterial_blight/bact447 - Copy.jpg || datasets/raw/Cotton/bacterial_blight/bact447.jpg
147,2,1,Banana,Original,raw,healthy,NO,NO,NO,datasets/raw/Banana/OriginalSet/healthy/101.jpeg || datasets/raw/Banana/OriginalSet/healthy/46.jpeg
148,2,1,Banana,Augmented,raw,healthy,NO,NO,NO,datasets/raw/Banana/AugmentedSet/healthy/181_aug.jpeg || datasets/raw/Banana/AugmentedSet/healthy/269_aug.jpeg
149,2,1,Banana,Original,raw,healthy,NO,NO,NO,datasets/raw/Banana/OriginalSet/healthy/13.jpeg || datasets/raw/Banana/OriginalSet/healthy/43.jpeg
150,2,1,Cotton,Main,raw,bacterial_blight,NO,NO,NO,datasets/raw/Cotton/bacterial_blight/bact395.png || datasets/raw/Cotton/bacterial_blight/bact396.png
151,2,1,Banana,Augmented,raw,healthy,NO,NO,NO,datasets/raw/Banana/AugmentedSet/healthy/136_aug.jpeg || datasets/raw/Banana/AugmentedSet/healthy/145_aug.jpeg
152,2,1,Rice,Main,raw,Leaf Blast,NO,NO,NO,datasets/raw/Rice/Leaf Blast/IMG_20231018_143838 - Copy.jpg || datasets/raw/Rice/Leaf Blast/IMG_20231018_143838.jpg
153,2,1,Cotton,Main,raw,fussarium_wilt,NO,NO,NO,datasets/raw/Cotton/fussarium_wilt/foliar-damage-from-fusarium-oxysporum.png || datasets/raw/Cotton/fussarium_wilt/fus346.png
154,2,1,Cotton,Main,raw,fussarium_wilt,NO,NO,NO,datasets/raw/Cotton/fussarium_wilt/fus309.JPG || datasets/raw/Cotton/fussarium_wilt/fus310.JPG
155,2,1,PlantDoc,Main,test|train,Potato leaf early blight|Potato leaf late blight,YES,YES,NO,datasets/raw/PlantDoc/test/Potato leaf early blight/Potato leaf early blight (2).jpg || datasets/raw/PlantDoc/train/Potato leaf late blight/Potato leaf late blight (19).jpg
156,2,1,Banana,Original,raw,healthy,NO,NO,NO,datasets/raw/Banana/OriginalSet/healthy/47.jpeg || datasets/raw/Banana/OriginalSet/healthy/9.jpeg
157,2,1,Cotton,Main,raw,healthy,NO,NO,NO,datasets/raw/Cotton/healthy/h333.jpg || datasets/raw/Cotton/healthy/h396.jpg
158,2,1,Mango,Main,raw,Die Back,NO,NO,NO,datasets/raw/Mango/Die Back/20211129_161628 (Custom)(1).jpg || datasets/raw/Mango/Die Back/20211129_161628 (Custom).jpg
159,2,1,Cotton,Main,raw,fussarium_wilt,NO,NO,NO,datasets/raw/Cotton/fussarium_wilt/done10.jpg || datasets/raw/Cotton/fussarium_wilt/fus84.jpg
160,2,1,Cotton,Main,raw,healthy,NO,NO,NO,datasets/raw/Cotton/healthy/h260.jpg || datasets/raw/Cotton/healthy/h364.jpg
161,2,1,Cotton,Main,raw,healthy,NO,NO,NO,datasets/raw/Cotton/healthy/h65.jpg || datasets/raw/Cotton/healthy/h66.jpg
162,2,1,Cotton,Main,raw,curl_virus,NO,NO,NO,datasets/raw/Cotton/curl_virus/curl187.jpg || datasets/raw/Cotton/curl_virus/curl189.jpg
163,2,1,Cotton,Main,raw,fussarium_wilt,NO,NO,NO,datasets/raw/Cotton/fussarium_wilt/done8 (2).jpg || datasets/raw/Cotton/fussarium_wilt/fus64.jpg
164,2,1,PlantVillage,Main,raw,Tomato_Late_blight,NO,NO,NO,datasets/raw/PlantVillage/Tomato_Late_blight/861d8b00-57a4-46b0-b51a-09d102dbe119___GHLB_PS Leaf 24 Day 13.jpg || datasets/raw/PlantVillage/Tomato_Late_blight/d82b634e-9a19-497b-b698-aaf100d622a1___GHLB_PS Leaf 24 Day 13.jpg
165,2,1,Rice,Main,raw,Leaf Blast,NO,NO,NO,datasets/raw/Rice/Leaf Blast/IMG_20231018_143839 - Copy.jpg || datasets/raw/Rice/Leaf Blast/IMG_20231018_143839.jpg
166,2,1,Banana,Augmented,raw,cordana,NO,NO,NO,datasets/raw/Banana/AugmentedSet/cordana/6_aug.jpeg || datasets/raw/Banana/AugmentedSet/cordana/8_aug.jpeg
167,2,1,Cotton,Main,raw,curl_virus,NO,NO,NO,datasets/raw/Cotton/curl_virus/curl162.jpg || datasets/raw/Cotton/curl_virus/curl371.jpg
168,2,1,Cotton,Main,raw,curl_virus,NO,NO,NO,datasets/raw/Cotton/curl_virus/cotton-leaf-curl-virus-cotton-1595427323.jpg || datasets/raw/Cotton/curl_virus/curl387.jpg
169,2,1,Rice,Main,raw,Leaf Blast,NO,NO,NO,datasets/raw/Rice/Leaf Blast/IMG_20231018_143856 - Copy.jpg || datasets/raw/Rice/Leaf Blast/IMG_20231018_143856.jpg
170,2,1,Cotton,Main,raw,curl_virus,NO,NO,NO,datasets/raw/Cotton/curl_virus/curl157.jpg || datasets/raw/Cotton/curl_virus/curl216.jpg
171,2,1,Mango,Main,raw,Die Back,NO,NO,NO,datasets/raw/Mango/Die Back/20211129_161605 (Custom)(1).jpg || datasets/raw/Mango/Die Back/20211129_161605 (Custom).jpg
172,2,1,Banana,Original,raw,healthy,NO,NO,NO,datasets/raw/Banana/OriginalSet/healthy/111.jpeg || datasets/raw/Banana/OriginalSet/healthy/18.jpeg
173,2,1,Rice,Main,raw,Leaf Blast,NO,NO,NO,datasets/raw/Rice/Leaf Blast/IMG_20231018_143802_1 - Copy.jpg || datasets/raw/Rice/Leaf Blast/IMG_20231018_143802_1.jpg
174,2,1,Rice,Main,raw,Leaf Blast,NO,NO,NO,datasets/raw/Rice/Leaf Blast/IMG_20231018_143843 - Copy.jpg || datasets/raw/Rice/Leaf Blast/IMG_20231018_143843.jpg
175,2,1,Banana,Original,raw,healthy,NO,NO,NO,datasets/raw/Banana/OriginalSet/healthy/33.jpeg || datasets/raw/Banana/OriginalSet/healthy/36.jpeg
176,2,1,Rice,Main,raw,Leaf Blast,NO,NO,NO,datasets/raw/Rice/Leaf Blast/IMG_20231018_143857 - Copy.jpg || datasets/raw/Rice/Leaf Blast/IMG_20231018_143857.jpg
177,2,1,Rice,Main,raw,Sheath Blight,NO,NO,NO,datasets/raw/Rice/Sheath Blight/IMG_20231006_163221 - Copy.jpg || datasets/raw/Rice/Sheath Blight/IMG_20231006_163221.jpg
178,2,1,Mango,Main,raw,Anthracnose,NO,NO,NO,datasets/raw/Mango/Anthracnose/IMG_20211011_140539 (Custom).jpg || datasets/raw/Mango/Anthracnose/IMG_20211011_140539 - Copy (Custom).jpg
179,2,1,Cotton,Main,raw,curl_virus,NO,NO,NO,datasets/raw/Cotton/curl_virus/curl147.jpg || datasets/raw/Cotton/curl_virus/curl148.jpg
180,2,1,Mango,Main,raw,Anthracnose,NO,NO,NO,datasets/raw/Mango/Anthracnose/20211011_170714 (Custom).jpg || datasets/raw/Mango/Anthracnose/20211011_170714 - Copy - Copy - Copy (Custom).jpg
181,2,1,PlantVillage,Main,raw,Tomato_Late_blight,NO,NO,NO,datasets/raw/PlantVillage/Tomato_Late_blight/5688ea99-c949-41d0-bbab-9cbf0ffb8bcd___GHLB2 Leaf 8677.JPG || datasets/raw/PlantVillage/Tomato_Late_blight/e20107e7-137f-400e-817f-5dc4c58e5d70___GHLB2 Leaf 8677.JPG
182,2,1,Cotton,Main,raw,fussarium_wilt,NO,NO,NO,datasets/raw/Cotton/fussarium_wilt/done18.jpg || datasets/raw/Cotton/fussarium_wilt/fus167.jpg
183,2,1,Rice,Main,raw,Healthy Rice Leaf,NO,NO,NO,datasets/raw/Rice/Healthy Rice Leaf/Healthy_rice_leaf (26).jpg || datasets/raw/Rice/Healthy Rice Leaf/Healthy_rice_leaf (27).jpg
184,2,1,Cotton,Main,raw,healthy,NO,NO,NO,datasets/raw/Cotton/healthy/h241.jpg || datasets/raw/Cotton/healthy/h245.jpg
185,2,1,Banana,Original,raw,healthy,NO,NO,NO,datasets/raw/Banana/OriginalSet/healthy/19.jpeg || datasets/raw/Banana/OriginalSet/healthy/58.jpeg
186,2,1,Cotton,Main,raw,curl_virus,NO,NO,NO,datasets/raw/Cotton/curl_virus/curl156.jpg || datasets/raw/Cotton/curl_virus/curl215.jpg
187,2,1,Banana,Augmented,raw,healthy,NO,NO,NO,datasets/raw/Banana/AugmentedSet/healthy/190_aug.jpeg || datasets/raw/Banana/AugmentedSet/healthy/31_aug.jpeg
188,2,1,Cotton,Main,raw,fussarium_wilt,NO,NO,NO,datasets/raw/Cotton/fussarium_wilt/done1.jpg || datasets/raw/Cotton/fussarium_wilt/fus16.jpg
189,2,1,Rice,Main,raw,Leaf Blast,NO,NO,NO,datasets/raw/Rice/Leaf Blast/IMG_20231018_143844 - Copy.jpg || datasets/raw/Rice/Leaf Blast/IMG_20231018_143844.jpg
190,2,1,Cotton,Main,raw,healthy,NO,NO,NO,datasets/raw/Cotton/healthy/h386.jpg || datasets/raw/Cotton/healthy/h389.jpg
191,2,1,PlantDoc,Main,test|train,Potato leaf early blight|Potato leaf late blight,YES,YES,NO,datasets/raw/PlantDoc/test/Potato leaf late blight/Potato leaf late blight (4).jpg || datasets/raw/PlantDoc/train/Potato leaf early blight/Potato leaf early blight (24).jpg
192,2,1,Cotton,Main,raw,healthy,NO,NO,NO,datasets/raw/Cotton/healthy/h420.jpg || datasets/raw/Cotton/healthy/h425.jpg
193,2,1,Cotton,Main,raw,fussarium_wilt,NO,NO,NO,datasets/raw/Cotton/fussarium_wilt/done12.jpg || datasets/raw/Cotton/fussarium_wilt/fus120.jpg
194,2,1,Cotton,Main,raw,healthy,NO,NO,NO,datasets/raw/Cotton/healthy/h91.jpg || datasets/raw/Cotton/healthy/h95.jpg
195,2,1,Rice,Main,raw,Leaf Blast,NO,NO,NO,datasets/raw/Rice/Leaf Blast/IMG_20231018_143856_1 - Copy.jpg || datasets/raw/Rice/Leaf Blast/IMG_20231018_143856_1.jpg
196,2,1,Banana,Original,raw,healthy,NO,NO,NO,datasets/raw/Banana/OriginalSet/healthy/108.jpeg || datasets/raw/Banana/OriginalSet/healthy/16.jpeg
197,2,1,PlantDoc,Main,test|train,Potato leaf early blight|Potato leaf late blight,YES,YES,NO,datasets/raw/PlantDoc/test/Potato leaf late blight/Potato leaf late blight (6).jpg || datasets/raw/PlantDoc/train/Potato leaf early blight/Potato leaf early blight (70).jpg
198,2,1,Cotton,Main,raw,bacterial_blight,NO,NO,NO,datasets/raw/Cotton/bacterial_blight/2015-angular-leaf-spot-colquitt-county-2.jpg || datasets/raw/Cotton/bacterial_blight/bact355.jpg
199,2,1,Cotton,Main,raw,bacterial_blight,NO,NO,NO,datasets/raw/Cotton/bacterial_blight/bact189.png || datasets/raw/Cotton/bacterial_blight/bact258.png
200,2,1,Mango,Main,raw,Die Back,NO,NO,NO,datasets/raw/Mango/Die Back/20211129_161620 (Custom)(1).jpg || datasets/raw/Mango/Die Back/20211129_161620 (Custom).jpg
201,2,1,Rice,Main,raw,Brown Spot,NO,NO,NO,datasets/raw/Rice/Brown Spot/IMG_20231018_143710 - Copy.jpg || datasets/raw/Rice/Brown Spot/IMG_20231018_143710.jpg
202,2,1,Cotton,Main,raw,bacterial_blight,NO,NO,NO,datasets/raw/Cotton/bacterial_blight/bact443.jpg || datasets/raw/Cotton/bacterial_blight/bact445.jpg
203,2,1,Cotton,Main,raw,bacterial_blight,NO,NO,NO,datasets/raw/Cotton/bacterial_blight/bact181.png || datasets/raw/Cotton/bacterial_blight/bact250.png
204,2,1,PlantVillage,Main,raw,Tomato_healthy,NO,NO,NO,datasets/raw/PlantVillage/Tomato_healthy/37203047-d8ba-43f7-b31e-d496c41c569c___GH_HL Leaf 389.JPG || datasets/raw/PlantVillage/Tomato_healthy/505465db-407b-4e0a-8110-7479dad5261c___GH_HL Leaf 389.JPG
205,2,1,PlantDoc,Main,test|train,Blueberry leaf,YES,NO,NO,datasets/raw/PlantDoc/test/Blueberry leaf/Blueberry leaf (1).jpg || datasets/raw/PlantDoc/train/Blueberry leaf/Blueberry leaf (49).jpg
206,2,1,Cotton,Main,raw,healthy,NO,NO,NO,datasets/raw/Cotton/healthy/h114.jpg || datasets/raw/Cotton/healthy/h309.jpg
207,2,1,Cotton,Main,raw,curl_virus,NO,NO,NO,datasets/raw/Cotton/curl_virus/curl205.jpg || datasets/raw/Cotton/curl_virus/curl207.jpg
208,2,1,Mango,Main,raw,Anthracnose,NO,NO,NO,datasets/raw/Mango/Anthracnose/IMG_20211011_153604 (Custom).jpg || datasets/raw/Mango/Anthracnose/IMG_20211011_153604 - Copy (Custom).jpg
209,2,1,Rice,Main,raw,Brown Spot,NO,NO,NO,datasets/raw/Rice/Brown Spot/Brown_spot (133).jpg || datasets/raw/Rice/Brown Spot/Brown_spot (134).jpg
210,2,1,Rice,Main,raw,Sheath Blight,NO,NO,NO,datasets/raw/Rice/Sheath Blight/IMG_20231014_172039 - Copy.jpg || datasets/raw/Rice/Sheath Blight/IMG_20231014_172039.jpg
211,2,1,Banana,Original,raw,healthy,NO,NO,NO,datasets/raw/Banana/OriginalSet/healthy/124.jpeg || datasets/raw/Banana/OriginalSet/healthy/30.jpeg
212,2,1,Cotton,Main,raw,fussarium_wilt,NO,NO,NO,datasets/raw/Cotton/fussarium_wilt/done20.jpg || datasets/raw/Cotton/fussarium_wilt/fus198.jpg
213,2,1,Cotton,Main,raw,fussarium_wilt,NO,NO,NO,datasets/raw/Cotton/fussarium_wilt/done15.png || datasets/raw/Cotton/fussarium_wilt/fus144.png
214,2,1,Cotton,Main,raw,curl_virus,NO,NO,NO,datasets/raw/Cotton/curl_virus/curl250 - Copy.jpg || datasets/raw/Cotton/curl_virus/curl250.jpg
215,2,1,Rice,Main,raw,Brown Spot,NO,NO,NO,datasets/raw/Rice/Brown Spot/IMG_20231018_143715 - Copy.jpg || datasets/raw/Rice/Brown Spot/IMG_20231018_143715.jpg
216,2,1,Cotton,Main,raw,curl_virus,NO,NO,NO,datasets/raw/Cotton/curl_virus/curl343.jpg || datasets/raw/Cotton/curl_virus/curl8.jpg
217,2,1,Cotton,Main,raw,healthy,NO,NO,NO,datasets/raw/Cotton/healthy/h47.jpg || datasets/raw/Cotton/healthy/h51.jpg
218,2,1,Cotton,Main,raw,healthy,NO,NO,NO,datasets/raw/Cotton/healthy/h108.jpg || datasets/raw/Cotton/healthy/h109.jpg
219,2,1,PlantVillage,Main,raw,Tomato_healthy,NO,NO,NO,datasets/raw/PlantVillage/Tomato_healthy/068e324c-faf6-40d6-8f83-578907f1cac5___GH_HL Leaf 466.1.JPG || datasets/raw/PlantVillage/Tomato_healthy/34c81c57-e1fa-49dd-a49d-34fe8b2385fe___GH_HL Leaf 466.1.JPG
220,2,1,PlantDoc,Main,test|train,Corn Gray leaf spot|Corn leaf blight,YES,YES,NO,datasets/raw/PlantDoc/test/Corn Gray leaf spot/Corn Gray leaf spot (1).jpg || datasets/raw/PlantDoc/train/Corn leaf blight/Corn leaf blight (121).jpg
221,2,1,Mango,Main,raw,Anthracnose,NO,NO,NO,datasets/raw/Mango/Anthracnose/IMG_20211011_153429 (Custom).jpg || datasets/raw/Mango/Anthracnose/IMG_20211011_153429 - Copy - Copy (Custom).jpg
222,2,1,Cotton,Main,raw,fussarium_wilt,NO,NO,NO,datasets/raw/Cotton/fussarium_wilt/done13.jpg || datasets/raw/Cotton/fussarium_wilt/fus128.jpg
223,2,1,Cotton,Main,raw,fussarium_wilt,NO,NO,NO,datasets/raw/Cotton/fussarium_wilt/Figure-2B.png || datasets/raw/Cotton/fussarium_wilt/done23.png
224,2,1,Cotton,Main,raw,bacterial_blight,NO,NO,NO,datasets/raw/Cotton/bacterial_blight/bact186.png || datasets/raw/Cotton/bacterial_blight/bact255.png
225,2,1,Rice,Main,raw,Leaf Blast,NO,NO,NO,datasets/raw/Rice/Leaf Blast/IMG_20231018_143841 - Copy.jpg || datasets/raw/Rice/Leaf Blast/IMG_20231018_143841.jpg
226,2,1,PlantDoc,Main,test|train,Corn Gray leaf spot|Corn leaf blight,YES,YES,NO,datasets/raw/PlantDoc/test/Corn leaf blight/Corn leaf blight (7).jpg || datasets/raw/PlantDoc/train/Corn Gray leaf spot/Corn Gray leaf spot (12).jpg
227,2,1,Cotton,Main,raw,healthy,NO,NO,NO,datasets/raw/Cotton/healthy/h390.jpg || datasets/raw/Cotton/healthy/h488.jpg
228,2,1,Banana,Original,raw,healthy,NO,NO,NO,datasets/raw/Banana/OriginalSet/healthy/41.jpeg || datasets/raw/Banana/OriginalSet/healthy/8.jpeg
229,2,1,Rice,Main,raw,Brown Spot,NO,NO,NO,datasets/raw/Rice/Brown Spot/Brown_spot (131).jpg || datasets/raw/Rice/Brown Spot/Brown_spot (132).jpg
230,2,1,Banana,Original,raw,healthy,NO,NO,NO,datasets/raw/Banana/OriginalSet/healthy/107.jpeg || datasets/raw/Banana/OriginalSet/healthy/14.jpeg
231,2,1,Cotton,Main,raw,healthy,NO,NO,NO,datasets/raw/Cotton/healthy/h392.jpg || datasets/raw/Cotton/healthy/h416.jpg
232,2,1,Banana,Augmented,raw,healthy,NO,NO,NO,datasets/raw/Banana/AugmentedSet/healthy/257_aug.jpeg || datasets/raw/Banana/AugmentedSet/healthy/258_aug.jpeg
233,2,1,Cotton,Main,raw,fussarium_wilt,NO,NO,NO,datasets/raw/Cotton/fussarium_wilt/done5.jpg || datasets/raw/Cotton/fussarium_wilt/fus33.jpg
234,2,1,Mango,Main,raw,Anthracnose,NO,NO,NO,datasets/raw/Mango/Anthracnose/20211011_170712 (Custom).jpg || datasets/raw/Mango/Anthracnose/20211011_170712 - Copy - Copy - Copy (Custom).jpg
235,2,1,PlantDoc,Main,test|train,Tomato Septoria leaf spot,YES,NO,NO,datasets/raw/PlantDoc/test/Tomato Septoria leaf spot/Tomato Septoria leaf spot (9).jpg || datasets/raw/PlantDoc/train/Tomato Septoria leaf spot/Tomato Septoria leaf spot (48).jpg
236,2,1,Banana,Original,raw,healthy,NO,NO,NO,datasets/raw/Banana/OriginalSet/healthy/17.jpeg || datasets/raw/Banana/OriginalSet/healthy/63.jpeg
237,2,1,Cotton,Main,raw,healthy,NO,NO,NO,datasets/raw/Cotton/healthy/h289.jpg || datasets/raw/Cotton/healthy/h305.jpg
238,2,1,Rice,Main,raw,Brown Spot,NO,NO,NO,datasets/raw/Rice/Brown Spot/IMG_20231018_143711 - Copy.jpg || datasets/raw/Rice/Brown Spot/IMG_20231018_143711.jpg
239,2,1,PlantDoc,Main,test|train,Tomato leaf yellow virus,YES,NO,NO,datasets/raw/PlantDoc/test/Tomato leaf yellow virus/Tomato leaf yellow virus (6).jpg || datasets/raw/PlantDoc/train/Tomato leaf yellow virus/Tomato leaf yellow virus (63).jpg
240,2,1,Mango,Main,raw,Die Back,NO,NO,NO,datasets/raw/Mango/Die Back/20211129_161611 (Custom)(1).jpg || datasets/raw/Mango/Die Back/20211129_161611 (Custom).jpg
